	gene_id	PSn
40430	GRMZM2G160463	4
288	AC186904.4_FG007	4
16907	GRMZM2G059887	4
287	AC186902.4_FG009	4
16939	GRMZM2G060050	4
62862	GRMZM5G898006	4
7241	GRMZM2G017809	4
62488	GRMZM5G889760	4
7765	GRMZM2G020043	4
62496	GRMZM5G889905	4
16777	GRMZM2G059299	4
40320	GRMZM2G160005	4
62515	GRMZM5G890604	4
39007	GRMZM2G154182	4
62529	GRMZM5G890865	4
16755	GRMZM2G059138	4
39021	GRMZM2G154223	4
62559	GRMZM5G891430	4
16145	GRMZM2G056756	4
40301	GRMZM2G159924	4
16146	GRMZM2G056762	4
16735	GRMZM2G059088	4
207	AC185655.3_FG005	4
206	AC185655.3_FG004	4
16149	GRMZM2G056772	4
203	AC185642.4_FG001	4
40325	GRMZM2G160024	4
7771	GRMZM2G020091	4
62484	GRMZM5G889644	4
62410	GRMZM5G887426	4
16098	GRMZM2G056564	4
62435	GRMZM5G888196	4
16819	GRMZM2G059428	4
7796	GRMZM2G020201	4
16816	GRMZM2G059397	4
16106	GRMZM2G056582	4
7792	GRMZM2G020187	4
16108	GRMZM2G056598	4
16097	GRMZM2G056547	4
244	AC186500.3_FG001	4
38957	GRMZM2G153999	4
40347	GRMZM2G160149	4
7778	GRMZM2G020131	4
62472	GRMZM5G889326	4
38963	GRMZM2G154029	4
62473	GRMZM5G889338	4
38966	GRMZM2G154036	4
40338	GRMZM2G160046	4
16114	GRMZM2G056627	4
16118	GRMZM2G056632	4
16554	GRMZM2G058364	4
62867	GRMZM5G898290	4
7683	GRMZM2G019686	4
16426	GRMZM2G057717	4
63125	GRMZM6G631561	4
7549	GRMZM2G019173	4
39602	GRMZM2G156890	4
7432	GRMZM2G018686	4
7435	GRMZM2G018695	4
63129	GRMZM6G648159	4
39897	GRMZM2G158103	4
63135	GRMZM6G663759	4
39607	GRMZM2G156904	4
16422	GRMZM2G057690	4
39615	GRMZM2G156950	4
39619	GRMZM2G156977	4
39626	GRMZM2G157007	4
7442	GRMZM2G018707	4
16418	GRMZM2G057672	4
63148	GRMZM6G724181	4
7531	GRMZM2G019060	4
16405	GRMZM2G057630	4
63151	GRMZM6G733144	4
7528	GRMZM2G019050	4
16432	GRMZM2G057753	4
16436	GRMZM2G057772	4
63118	GRMZM6G613247	4
39961	GRMZM2G158300	4
63082	GRMZM6G475484	4
39958	GRMZM2G158293	4
39957	GRMZM2G158288	4
39956	GRMZM2G158281	4
39954	GRMZM2G158279	4
39486	GRMZM2G156392	4
63087	GRMZM6G508069	4
16465	GRMZM2G057959	4
39496	GRMZM2G156451	4
7586	GRMZM2G019284	4
39498	GRMZM2G156470	4
63095	GRMZM6G542104	4
39506	GRMZM2G156506	4
39518	GRMZM2G156568	4
39522	GRMZM2G156581	4
16446	GRMZM2G057841	4
39527	GRMZM2G156606	4
63110	GRMZM6G587571	4
16437	GRMZM2G057778	4
63113	GRMZM6G602703	4
63114	GRMZM6G608324	4
39505	GRMZM2G156490	4
63073	GRMZM6G441368	4
39650	GRMZM2G157120	4
63198	GRMZM6G868472	4
7510	GRMZM2G018955	4
7477	GRMZM2G018849	4
39804	GRMZM2G157679	4
16301	GRMZM2G057283	4
63206	GRMZM6G902231	4
63207	GRMZM6G902674	4
39798	GRMZM2G157631	4
39730	GRMZM2G157350	4
4	AC148167.6_FG001	4
63222	GRMZM6G935329	4
39748	GRMZM2G157448	4
39755	GRMZM2G157472	4
39758	GRMZM2G157481	4
63227	GRMZM6G949474	4
39761	GRMZM2G157510	4
63229	GRMZM6G961377	4
39763	GRMZM2G157522	4
63236	GRMZM6G990931	4
7516	GRMZM2G018988	4
39864	GRMZM2G157982	4
39863	GRMZM2G157953	4
63172	GRMZM6G785877	4
7458	GRMZM2G018782	4
39670	GRMZM2G157197	4
39850	GRMZM2G157845	4
20	AC149828.2_FG004	4
18	AC149818.2_FG009	4
26	AC150739.3_FG001	4
7465	GRMZM2G018806	4
16375	GRMZM2G057525	4
39683	GRMZM2G157219	4
7471	GRMZM2G018823	4
39687	GRMZM2G157247	4
39830	GRMZM2G157806	4
16368	GRMZM2G057506	4
16363	GRMZM2G057486	4
16996	GRMZM2G060216	4
63071	GRMZM6G438921	4
16218	GRMZM2G057044	4
40079	GRMZM2G158831	4
39312	GRMZM2G155565	4
97	AC182413.4_FG002	4
7659	GRMZM2G019586	4
62934	GRMZM5G899202	4
86	AC177924.2_FG001	4
40071	GRMZM2G158788	4
62963	GRMZM5G899836	4
62966	GRMZM5G899865	4
16528	GRMZM2G058208	4
62983	GRMZM6G046479	4
16227	GRMZM2G057067	4
74	AC177897.2_FG029	4
40056	GRMZM2G158717	4
62995	GRMZM6G127817	4
62996	GRMZM6G132224	4
62998	GRMZM6G157558	4
39348	GRMZM2G155762	4
16217	GRMZM2G057037	4
40084	GRMZM2G158854	4
62870	GRMZM5G898314	4
39273	GRMZM2G155387	4
16207	GRMZM2G057006	4
124	AC183950.2_FG004	4
40046	GRMZM2G158668	4
123	AC183950.2_FG003	4
114	AC183888.4_FG008	4
39286	GRMZM2G155499	4
62896	GRMZM5G898755	4
7343	GRMZM2G018254	4
62904	GRMZM5G898867	4
7667	GRMZM2G019612	4
16539	GRMZM2G058279	4
63072	GRMZM6G441248	4
39350	GRMZM2G155776	4
40043	GRMZM2G158649	4
63035	GRMZM6G285883	4
63036	GRMZM6G287292	4
7384	GRMZM2G018462	4
62	AC177833.2_FG001	4
7605	GRMZM2G019356	4
58	AC166636.1_FG007	4
39991	GRMZM2G158447	4
63047	GRMZM6G312787	4
7396	GRMZM2G018514	4
7397	GRMZM2G018523	4
7398	GRMZM2G018553	4
39983	GRMZM2G158429	4
63053	GRMZM6G334745	4
16481	GRMZM2G058021	4
63059	GRMZM6G404540	4
39463	GRMZM2G156307	4
63066	GRMZM6G427659	4
63028	GRMZM6G257110	4
63025	GRMZM6G238741	4
16498	GRMZM2G058075	4
68	AC177860.4_FG002	4
63002	GRMZM6G175135	4
40040	GRMZM2G158636	4
39355	GRMZM2G155816	4
39364	GRMZM2G155877	4
16234	GRMZM2G057078	4
63005	GRMZM6G178175	4
63006	GRMZM6G182520	4
39382	GRMZM2G155954	4
40030	GRMZM2G158609	4
7379	GRMZM2G018436	4
16505	GRMZM2G058089	4
39392	GRMZM2G155980	4
39396	GRMZM2G155998	4
39401	GRMZM2G156016	4
7620	GRMZM2G019393	4
16500	GRMZM2G058078	4
40013	GRMZM2G158544	4
40012	GRMZM2G158531	4
40027	GRMZM2G158593	4
38836	GRMZM2G153454	4
61393	GRMZM5G867121	4
17504	GRMZM2G062009	4
38173	GRMZM2G150862	4
38174	GRMZM2G150864	4
40917	GRMZM2G162668	4
15857	GRMZM2G055641	4
40912	GRMZM2G162640	4
61424	GRMZM5G868061	4
500	AC191009.3_FG004	4
38192	GRMZM2G150901	4
497	AC190985.3_FG006	4
17483	GRMZM2G061932	4
38200	GRMZM2G150925	4
40901	GRMZM2G162598	4
61436	GRMZM5G868222	4
17473	GRMZM2G061910	4
61448	GRMZM5G868355	4
61456	GRMZM5G868471	4
40890	GRMZM2G162535	4
61459	GRMZM5G868647	4
17515	GRMZM2G062066	4
61460	GRMZM5G868664	4
17528	GRMZM2G062129	4
7017	GRMZM2G017013	4
7019	GRMZM2G017016	4
61339	GRMZM5G866334	4
8066	GRMZM2G021471	4
40951	GRMZM2G162754	4
38152	GRMZM2G150776	4
17561	GRMZM2G062318	4
40947	GRMZM2G162739	4
61345	GRMZM5G866432	4
61354	GRMZM5G866678	4
40941	GRMZM2G162724	4
61371	GRMZM5G866884	4
38163	GRMZM2G150823	4
7024	GRMZM2G017033	4
7025	GRMZM2G017044	4
17536	GRMZM2G062160	4
38172	GRMZM2G150859	4
487	AC190885.4_FG006	4
61464	GRMZM5G868683	4
61530	GRMZM5G869788	4
8014	GRMZM2G021256	4
15899	GRMZM2G055809	4
61542	GRMZM5G870080	4
38296	GRMZM2G151299	4
61553	GRMZM5G870219	4
40833	GRMZM2G162369	4
8012	GRMZM2G021243	4
61564	GRMZM5G870571	4
17357	GRMZM2G061562	4
17347	GRMZM2G061499	4
40816	GRMZM2G162316	4
40814	GRMZM2G162305	4
40813	GRMZM2G162295	4
17394	GRMZM2G061700	4
8018	GRMZM2G021276	4
7067	GRMZM2G017159	4
15880	GRMZM2G055717	4
8044	GRMZM2G021401	4
8038	GRMZM2G021364	4
15884	GRMZM2G055737	4
17426	GRMZM2G061751	4
40870	GRMZM2G162467	4
40869	GRMZM2G162466	4
40866	GRMZM2G162460	4
61499	GRMZM5G869299	4
17403	GRMZM2G061704	4
40857	GRMZM2G162443	4
61510	GRMZM5G869482	4
40964	GRMZM2G162786	4
38139	GRMZM2G150754	4
38030	GRMZM2G150319	4
41085	GRMZM2G163251	4
61183	GRMZM5G862817	4
41081	GRMZM2G163242	4
41080	GRMZM2G163240	4
15781	GRMZM2G055309	4
61197	GRMZM5G862956	4
38045	GRMZM2G150367	4
8101	GRMZM2G021607	4
17677	GRMZM2G062711	4
61208	GRMZM5G863076	4
38057	GRMZM2G150424	4
38058	GRMZM2G150434	4
41062	GRMZM2G163189	4
17665	GRMZM2G062650	4
17662	GRMZM2G062641	4
41051	GRMZM2G163157	4
38071	GRMZM2G150484	4
41087	GRMZM2G163283	4
41092	GRMZM2G163296	4
61086	GRMZM5G861082	4
41133	GRMZM2G163459	4
37944	GRMZM2G149988	4
8143	GRMZM2G021794	4
6958	GRMZM2G016819	4
37951	GRMZM2G150004	4
41126	GRMZM2G163427	4
596	AC192367.2_FG002	4
61097	GRMZM5G861353	4
17756	GRMZM2G063223	4
37977	GRMZM2G150172	4
17712	GRMZM2G062933	4
8126	GRMZM2G021694	4
15772	GRMZM2G055257	4
578	AC191735.3_FG009	4
572	AC191691.3_FG011	4
38005	GRMZM2G150217	4
15774	GRMZM2G055263	4
15775	GRMZM2G055273	4
61177	GRMZM5G862799	4
17740	GRMZM2G063162	4
17625	GRMZM2G062527	4
38125	GRMZM2G150688	4
61294	GRMZM5G865234	4
38127	GRMZM2G150691	4
527	AC191264.3_FG002	4
526	AC191254.3_FG001	4
40990	GRMZM2G162893	4
61309	GRMZM5G865595	4
38128	GRMZM2G150697	4
17604	GRMZM2G062452	4
40979	GRMZM2G162840	4
15808	GRMZM2G055434	4
15809	GRMZM2G055435	4
61326	GRMZM5G866053	4
38134	GRMZM2G150729	4
7004	GRMZM2G016948	4
61280	GRMZM5G864847	4
41000	GRMZM2G162945	4
38084	GRMZM2G150503	4
17655	GRMZM2G062618	4
545	AC191410.4_FG004	4
41034	GRMZM2G163116	4
6989	GRMZM2G016923	4
61236	GRMZM5G863602	4
41028	GRMZM2G163083	4
38095	GRMZM2G150594	4
41021	GRMZM2G163067	4
8080	GRMZM2G021549	4
17632	GRMZM2G062544	4
38119	GRMZM2G150683	4
7000	GRMZM2G016936	4
61273	GRMZM5G864693	4
15798	GRMZM2G055404	4
38320	GRMZM2G151434	4
61944	GRMZM5G877590	4
61948	GRMZM5G877708	4
40581	GRMZM2G161255	4
16008	GRMZM2G056166	4
38652	GRMZM2G152764	4
61975	GRMZM5G878017	4
38653	GRMZM2G152768	4
350	AC187891.3_FG006	4
38661	GRMZM2G152781	4
38663	GRMZM2G152796	4
40570	GRMZM2G161212	4
61992	GRMZM5G878322	4
7166	GRMZM2G017528	4
62007	GRMZM5G878542	4
17084	GRMZM2G060554	4
17082	GRMZM2G060544	4
17057	GRMZM2G060467	4
62035	GRMZM5G879127	4
7885	GRMZM2G020606	4
7883	GRMZM2G020594	4
40552	GRMZM2G161040	4
38640	GRMZM2G152708	4
7159	GRMZM2G017486	4
17146	GRMZM2G060749	4
15998	GRMZM2G056143	4
61888	GRMZM5G876379	4
7925	GRMZM2G020805	4
7144	GRMZM2G017414	4
7918	GRMZM2G020785	4
61906	GRMZM5G876644	4
17127	GRMZM2G060720	4
373	AC188710.4_FG006	4
38602	GRMZM2G152543	4
40601	GRMZM2G161315	4
38630	GRMZM2G152663	4
38639	GRMZM2G152703	4
40590	GRMZM2G161295	4
61943	GRMZM5G877547	4
40607	GRMZM2G161376	4
40627	GRMZM2G161447	4
17033	GRMZM2G060355	4
62114	GRMZM5G881123	4
62116	GRMZM5G881172	4
62124	GRMZM5G881369	4
17023	GRMZM2G060322	4
17020	GRMZM2G060319	4
17014	GRMZM2G060290	4
62149	GRMZM5G881908	4
7191	GRMZM2G017606	4
17010	GRMZM2G060276	4
17007	GRMZM2G060265	4
7196	GRMZM2G017629	4
17006	GRMZM2G060257	4
17001	GRMZM2G060255	4
40466	GRMZM2G160578	4
16999	GRMZM2G060249	4
62174	GRMZM5G882364	4
38803	GRMZM2G153333	4
16030	GRMZM2G056285	4
62097	GRMZM5G880435	4
7878	GRMZM2G020583	4
334	AC187782.4_FG009	4
62045	GRMZM5G879278	4
7172	GRMZM2G017536	4
40536	GRMZM2G160990	4
62053	GRMZM5G879527	4
38741	GRMZM2G153119	4
17050	GRMZM2G060444	4
38757	GRMZM2G153178	4
62065	GRMZM5G879737	4
38774	GRMZM2G153217	4
62094	GRMZM5G880393	4
15996	GRMZM2G056120	4
61648	GRMZM5G871936	4
38375	GRMZM2G151674	4
38379	GRMZM2G151700	4
38384	GRMZM2G151720	4
452	AC190688.3_FG006	4
61657	GRMZM5G872070	4
40750	GRMZM2G162020	4
38400	GRMZM2G151811	4
17258	GRMZM2G061103	4
441	AC190630.2_FG001	4
7984	GRMZM2G021095	4
15940	GRMZM2G055968	4
38407	GRMZM2G151873	4
7088	GRMZM2G017223	4
38371	GRMZM2G151656	4
40765	GRMZM2G162093	4
61602	GRMZM5G871336	4
61607	GRMZM5G871407	4
61608	GRMZM5G871418	4
61615	GRMZM5G871425	4
40796	GRMZM2G162251	4
17314	GRMZM2G061401	4
40790	GRMZM2G162233	4
40789	GRMZM2G162230	4
38331	GRMZM2G151480	4
40787	GRMZM2G162216	4
17313	GRMZM2G061398	4
38335	GRMZM2G151516	4
40783	GRMZM2G162182	4
457	AC190734.2_FG003	4
17310	GRMZM2G061354	4
61626	GRMZM5G871592	4
7083	GRMZM2G017187	4
40773	GRMZM2G162154	4
17301	GRMZM2G061305	4
38363	GRMZM2G151639	4
40767	GRMZM2G162109	4
40629	GRMZM2G161450	4
7979	GRMZM2G021059	4
38423	GRMZM2G151909	4
40675	GRMZM2G161619	4
7950	GRMZM2G020920	4
15980	GRMZM2G056079	4
61821	GRMZM5G874697	4
61824	GRMZM5G874736	4
38509	GRMZM2G152172	4
38519	GRMZM2G152214	4
61840	GRMZM5G875181	4
61847	GRMZM5G875456	4
38525	GRMZM2G152290	4
38534	GRMZM2G152360	4
38537	GRMZM2G152373	4
61855	GRMZM5G875655	4
7935	GRMZM2G020856	4
15988	GRMZM2G056099	4
7930	GRMZM2G020840	4
61812	GRMZM5G874545	4
413	AC190225.2_FG001	4
7975	GRMZM2G021049	4
15966	GRMZM2G056056	4
61731	GRMZM5G873015	4
40717	GRMZM2G161800	4
17205	GRMZM2G060937	4
7111	GRMZM2G017319	4
38446	GRMZM2G151983	4
61746	GRMZM5G873335	4
61749	GRMZM5G873389	4
38463	GRMZM2G152028	4
17235	GRMZM2G061016	4
61777	GRMZM5G873779	4
420	AC190526.3_FG004	4
61791	GRMZM5G874163	4
7959	GRMZM2G020940	4
7954	GRMZM2G020929	4
61799	GRMZM5G874270	4
425	AC190570.3_FG003	4
42512	GRMZM2G169553	4
27487	GRMZM2G105025	4
58557	GRMZM5G806432	4
55551	GRMZM2G466229	4
33932	GRMZM2G132667	4
33937	GRMZM2G132682	4
21223	GRMZM2G077842	4
14475	GRMZM2G049613	4
33940	GRMZM2G132693	4
55565	GRMZM2G466394	4
21192	GRMZM2G077755	4
21191	GRMZM2G077752	4
9635	GRMZM2G028500	4
44064	GRMZM2G176537	4
9633	GRMZM2G028492	4
55578	GRMZM2G466563	4
33948	GRMZM2G132753	4
33949	GRMZM2G132756	4
5833	GRMZM2G011553	4
55580	GRMZM2G466667	4
55581	GRMZM2G466731	4
33963	GRMZM2G132794	4
21227	GRMZM2G077845	4
1973	AC209732.3_FG001	4
55538	GRMZM2G465835	4
55534	GRMZM2G465812	4
33838	GRMZM2G132273	4
5802	GRMZM2G011436	4
5806	GRMZM2G011463	4
55503	GRMZM2G465188	4
5807	GRMZM2G011469	4
14455	GRMZM2G049538	4
44122	GRMZM2G176778	4
9660	GRMZM2G028608	4
55511	GRMZM2G465383	4
44118	GRMZM2G176748	4
5838	GRMZM2G011570	4
21255	GRMZM2G077981	4
33884	GRMZM2G132509	4
33900	GRMZM2G132577	4
55520	GRMZM2G465680	4
55526	GRMZM2G465728	4
33837	GRMZM2G132251	4
9628	GRMZM2G028438	4
55630	GRMZM2G467370	4
34033	GRMZM2G133028	4
55631	GRMZM2G467391	4
34043	GRMZM2G133053	4
55644	GRMZM2G467682	4
21135	GRMZM2G077437	4
21119	GRMZM2G077356	4
55665	GRMZM2G468056	4
21116	GRMZM2G077336	4
9599	GRMZM2G028306	4
34058	GRMZM2G133095	4
55672	GRMZM2G468255	4
34060	GRMZM2G133097	4
55680	GRMZM2G468428	4
34069	GRMZM2G133169	4
1945	AC209364.3_FG009	4
9624	GRMZM2G028397	4
55591	GRMZM2G466908	4
21169	GRMZM2G077607	4
44043	GRMZM2G176472	4
44042	GRMZM2G176465	4
33996	GRMZM2G132944	4
34009	GRMZM2G132978	4
21172	GRMZM2G077621	4
44032	GRMZM2G176433	4
9608	GRMZM2G028335	4
21162	GRMZM2G077596	4
44028	GRMZM2G176403	4
5852	GRMZM2G011598	4
1947	AC209377.3_FG003	4
55618	GRMZM2G467169	4
44019	GRMZM2G176390	4
21159	GRMZM2G077553	4
55623	GRMZM2G467242	4
55497	GRMZM2G465091	4
33687	GRMZM2G131623	4
55399	GRMZM2G463630	4
2014	AC209962.3_FG004	4
44255	GRMZM2G177432	4
9734	GRMZM2G028889	4
55403	GRMZM2G463711	4
9731	GRMZM2G028885	4
55404	GRMZM2G463726	4
5766	GRMZM2G011218	4
44245	GRMZM2G177393	4
55405	GRMZM2G463730	4
55407	GRMZM2G463738	4
21323	GRMZM2G078274	4
33710	GRMZM2G131727	4
33713	GRMZM2G131733	4
44229	GRMZM2G177300	4
21319	GRMZM2G078272	4
55428	GRMZM2G464013	4
21318	GRMZM2G078267	4
55398	GRMZM2G463622	4
55389	GRMZM2G463462	4
55351	GRMZM2G462717	4
14405	GRMZM2G049322	4
55354	GRMZM2G462760	4
21407	GRMZM2G078595	4
14415	GRMZM2G049364	4
33626	GRMZM2G131378	4
55368	GRMZM2G463157	4
33629	GRMZM2G131409	4
33630	GRMZM2G131421	4
33725	GRMZM2G131815	4
2024	AC210003.2_FG015	4
33659	GRMZM2G131516	4
5755	GRMZM2G011151	4
21360	GRMZM2G078424	4
33674	GRMZM2G131595	4
21348	GRMZM2G078382	4
55369	GRMZM2G463167	4
44221	GRMZM2G177259	4
44220	GRMZM2G177244	4
44175	GRMZM2G177095	4
9699	GRMZM2G028758	4
21292	GRMZM2G078118	4
33779	GRMZM2G132009	4
55459	GRMZM2G464575	4
55460	GRMZM2G464580	4
44166	GRMZM2G177052	4
33794	GRMZM2G132055	4
33795	GRMZM2G132057	4
9689	GRMZM2G028726	4
44160	GRMZM2G177019	4
55469	GRMZM2G464782	4
9676	GRMZM2G028676	4
21281	GRMZM2G078077	4
5796	GRMZM2G011385	4
5797	GRMZM2G011394	4
44142	GRMZM2G176912	4
43964	GRMZM2G176197	4
44181	GRMZM2G177110	4
9715	GRMZM2G028813	4
33735	GRMZM2G131888	4
21311	GRMZM2G078210	4
33751	GRMZM2G131961	4
33756	GRMZM2G131969	4
5778	GRMZM2G011281	4
55439	GRMZM2G464212	4
55442	GRMZM2G464263	4
21306	GRMZM2G078178	4
21301	GRMZM2G078164	4
55452	GRMZM2G464491	4
44187	GRMZM2G177151	4
44185	GRMZM2G177150	4
44183	GRMZM2G177142	4
14445	GRMZM2G049487	4
34074	GRMZM2G133189	4
5951	GRMZM2G012119	4
20855	GRMZM2G076345	4
20852	GRMZM2G076327	4
34299	GRMZM2G134073	4
43734	GRMZM2G174883	4
19415	GRMZM2G070304	4
55952	GRMZM2G472226	4
55955	GRMZM2G472236	4
5959	GRMZM2G012126	4
55957	GRMZM2G472266	4
55958	GRMZM2G472278	4
55960	GRMZM2G472346	4
5962	GRMZM2G012140	4
5964	GRMZM2G012148	4
14621	GRMZM2G050435	4
34329	GRMZM2G134219	4
20858	GRMZM2G076351	4
14613	GRMZM2G050407	4
55915	GRMZM2G471745	4
34251	GRMZM2G133941	4
43782	GRMZM2G175150	4
5942	GRMZM2G012088	4
43777	GRMZM2G175137	4
20882	GRMZM2G076435	4
34333	GRMZM2G134230	4
34267	GRMZM2G133969	4
43765	GRMZM2G175065	4
43762	GRMZM2G175031	4
43761	GRMZM2G175019	4
43759	GRMZM2G175008	4
9529	GRMZM2G028039	4
1825	AC208110.2_FG006	4
34283	GRMZM2G134044	4
43751	GRMZM2G174975	4
34334	GRMZM2G134234	4
34415	GRMZM2G134484	4
34423	GRMZM2G134528	4
43649	GRMZM2G174625	4
34427	GRMZM2G134550	4
34431	GRMZM2G134552	4
56063	GRMZM2G473869	4
14671	GRMZM2G050649	4
1778	AC207533.2_FG002	4
34456	GRMZM2G134629	4
56071	GRMZM2G473925	4
56079	GRMZM2G474088	4
34464	GRMZM2G134687	4
34469	GRMZM2G134711	4
56090	GRMZM2G474256	4
56092	GRMZM2G474297	4
43619	GRMZM2G174558	4
20742	GRMZM2G075715	4
43656	GRMZM2G174650	4
1811	AC207888.3_FG009	4
9508	GRMZM2G027991	4
55973	GRMZM2G472547	4
1810	AC207814.3_FG003	4
34357	GRMZM2G134306	4
55986	GRMZM2G472690	4
14628	GRMZM2G050470	4
20811	GRMZM2G076104	4
55994	GRMZM2G472780	4
20790	GRMZM2G075988	4
34375	GRMZM2G134341	4
14655	GRMZM2G050607	4
43671	GRMZM2G174680	4
5983	GRMZM2G012229	4
20759	GRMZM2G075837	4
20805	GRMZM2G076064	4
21418	GRMZM2G078648	4
20896	GRMZM2G076524	4
21062	GRMZM2G077208	4
14533	GRMZM2G049921	4
14538	GRMZM2G049954	4
1901	AC208897.3_FG003	4
55733	GRMZM2G469277	4
34138	GRMZM2G133444	4
1898	AC208892.3_FG005	4
21049	GRMZM2G077150	4
43895	GRMZM2G175805	4
55748	GRMZM2G469477	4
34148	GRMZM2G133552	4
55750	GRMZM2G469499	4
55758	GRMZM2G469673	4
5901	GRMZM2G011878	4
55772	GRMZM2G469873	4
34159	GRMZM2G133568	4
55782	GRMZM2G470010	4
43880	GRMZM2G175718	4
1875	AC208564.3_FG004	4
5886	GRMZM2G011742	4
5884	GRMZM2G011731	4
1908	AC208974.3_FG001	4
21082	GRMZM2G077253	4
21074	GRMZM2G077227	4
55694	GRMZM2G468585	4
43950	GRMZM2G176117	4
34089	GRMZM2G133282	4
34090	GRMZM2G133291	4
9592	GRMZM2G028266	4
55698	GRMZM2G468615	4
34093	GRMZM2G133311	4
21070	GRMZM2G077222	4
21068	GRMZM2G077219	4
43933	GRMZM2G175983	4
14529	GRMZM2G049912	4
43929	GRMZM2G175955	4
43928	GRMZM2G175952	4
9583	GRMZM2G028219	4
55713	GRMZM2G468747	4
55789	GRMZM2G470242	4
55871	GRMZM2G471089	4
20948	GRMZM2G076683	4
20947	GRMZM2G076676	4
43816	GRMZM2G175362	4
9546	GRMZM2G028104	4
5935	GRMZM2G012046	4
20928	GRMZM2G076613	4
34213	GRMZM2G133752	4
43826	GRMZM2G175417	4
34226	GRMZM2G133806	4
20912	GRMZM2G076542	4
55890	GRMZM2G471304	4
1838	AC208217.3_FG001	4
55905	GRMZM2G471579	4
55906	GRMZM2G471594	4
14588	GRMZM2G050286	4
43791	GRMZM2G175188	4
5928	GRMZM2G012021	4
1853	AC208358.3_FG005	4
55791	GRMZM2G470258	4
21027	GRMZM2G077082	4
21024	GRMZM2G077069	4
21017	GRMZM2G077036	4
21016	GRMZM2G077034	4
1868	AC208458.3_FG011	4
21015	GRMZM2G077024	4
21012	GRMZM2G077004	4
21009	GRMZM2G076989	4
14550	GRMZM2G050080	4
1860	AC208434.3_FG001	4
55862	GRMZM2G470974	4
5921	GRMZM2G011951	4
1859	AC208423.3_FG002	4
43840	GRMZM2G175463	4
1858	AC208422.3_FG002	4
1857	AC208422.3_FG001	4
43834	GRMZM2G175444	4
20984	GRMZM2G076852	4
5926	GRMZM2G011998	4
20982	GRMZM2G076844	4
5920	GRMZM2G011947	4
34477	GRMZM2G134717	4
21421	GRMZM2G078656	4
32990	GRMZM2G128491	4
32994	GRMZM2G128518	4
21931	GRMZM2G081032	4
21922	GRMZM2G080959	4
54819	GRMZM2G453978	4
54822	GRMZM2G454022	4
32997	GRMZM2G128520	4
33000	GRMZM2G128560	4
54825	GRMZM2G454056	4
44747	GRMZM2G179366	4
14196	GRMZM2G048287	4
21905	GRMZM2G080889	4
33013	GRMZM2G128616	4
44741	GRMZM2G179336	4
14200	GRMZM2G048297	4
54848	GRMZM2G454472	4
54849	GRMZM2G454474	4
44737	GRMZM2G179329	4
44736	GRMZM2G179325	4
54857	GRMZM2G454581	4
9962	GRMZM2G029863	4
2192	AC211892.4_FG002	4
44768	GRMZM2G179465	4
32954	GRMZM2G128215	4
54765	GRMZM2G453078	4
2201	AC212023.4_FG004	4
54768	GRMZM2G453139	4
44801	GRMZM2G179639	4
54769	GRMZM2G453148	4
44798	GRMZM2G179616	4
14162	GRMZM2G048154	4
21968	GRMZM2G081158	4
32971	GRMZM2G128421	4
5569	GRMZM2G010439	4
44785	GRMZM2G179507	4
54784	GRMZM2G453403	4
54787	GRMZM2G453424	4
54797	GRMZM2G453575	4
54802	GRMZM2G453739	4
54762	GRMZM2G453001	4
14209	GRMZM2G048366	4
33075	GRMZM2G128934	4
44684	GRMZM2G179092	4
44680	GRMZM2G179049	4
21831	GRMZM2G080519	4
5616	GRMZM2G010604	4
14242	GRMZM2G048482	4
5620	GRMZM2G010628	4
33092	GRMZM2G128981	4
2147	AC211467.4_FG002	4
14253	GRMZM2G048549	4
2145	AC211411.4_FG004	4
44663	GRMZM2G178998	4
2144	AC211403.4_FG005	4
2143	AC211401.4_FG003	4
54956	GRMZM2G456304	4
54959	GRMZM2G456401	4
33128	GRMZM2G129133	4
54927	GRMZM2G455909	4
2150	AC211474.3_FG006	4
54869	GRMZM2G454838	4
21882	GRMZM2G080731	4
5586	GRMZM2G010474	4
44723	GRMZM2G179281	4
44719	GRMZM2G179274	4
21869	GRMZM2G080696	4
2167	AC211652.4_FG001	4
14221	GRMZM2G048392	4
44709	GRMZM2G179217	4
21856	GRMZM2G080594	4
44705	GRMZM2G179155	4
14224	GRMZM2G048430	4
21852	GRMZM2G080583	4
54905	GRMZM2G455568	4
21851	GRMZM2G080575	4
21850	GRMZM2G080567	4
21849	GRMZM2G080565	4
44697	GRMZM2G179121	4
54914	GRMZM2G455769	4
54917	GRMZM2G455816	4
2152	AC211478.3_FG004	4
54894	GRMZM2G455321	4
32950	GRMZM2G128212	4
32943	GRMZM2G128179	4
22159	GRMZM2G081930	4
32748	GRMZM2G127379	4
22146	GRMZM2G081910	4
54598	GRMZM2G450445	4
54600	GRMZM2G450459	4
54601	GRMZM2G450483	4
10082	GRMZM2G030325	4
44937	GRMZM2G180234	4
32763	GRMZM2G127431	4
32764	GRMZM2G127453	4
5509	GRMZM2G010235	4
44925	GRMZM2G180190	4
54620	GRMZM2G450763	4
10069	GRMZM2G030280	4
44920	GRMZM2G180166	4
44917	GRMZM2G180150	4
22115	GRMZM2G081794	4
14101	GRMZM2G047941	4
54641	GRMZM2G450939	4
54646	GRMZM2G451035	4
32814	GRMZM2G127680	4
44951	GRMZM2G180319	4
